ID,rodata,data,hora,mandante,visitante,mandante_Placar,visitante_Placar,ELO_Rating_mandante,ELO_Rating_visitante,Chutes_mandante,Chutes_visitante,Chutes_no_alvo_mandante,Chutes_no_alvo_visitante,Posse_mandante,Posse_visitante,Passes_mandante,Passes_visitante,Precisão_passes_mandante,Precisão_passes_visitante,Faltas_mandante,Faltas_visitante,Cartão_amarelo_mandante,Cartão_amarelo_visitante,Cartão_vermelho_mandante,Cartão_vermelho_visitante,Impedimentos_mandante,Impedimentos_visitante,Escanteios_mandante,Escanteios_visitante,Vencedor
5746,1,13/05/2017,16:01,Flamengo,Atletico-MG,1,1,"1086,93","1097,2",11,15,3,4,41%,59%,345,501,80%,80%,7,10,2,3,0,0,3,1,4,6,Empate
5747,1,13/05/2017,19:02,Corinthians,Chapecoense,1,1,"1120,13","1071,46",5,16,2,2,67%,33%,638,304,80%,80%,10,12,2,2,0,0,1,3,1,7,Empate
5748,1,14/05/2017,11:00,Fluminense,Santos,3,2,"1016,33","1124,86",9,20,5,7,38%,62%,306,512,80%,80%,15,18,1,5,0,0,2,2,5,8,Fluminense
5749,1,14/05/2017,16:01,Cruzeiro,Sao Paulo,1,0,"1082,68","1064,91",8,13,5,3,37%,63%,321,533,80%,80%,10,13,0,1,0,0,0,0,5,5,Cruzeiro
5751,1,14/05/2017,16:01,Ponte Preta,Sport,4,0,"976,96","1015,09",11,4,6,0,51%,49%,456,458,80%,80%,13,17,0,2,0,0,2,1,4,2,Ponte Preta
5752,1,14/05/2017,16:01,Avai,Vitoria,0,0,"1007,25","1005,5",12,12,2,1,37%,63%,321,573,80%,80%,6,15,0,2,0,0,2,2,7,4,Empate
5750,1,14/05/2017,16:04,Bahia,Athletico-PR,6,2,"1026,45","1052,81",28,11,9,5,39%,61%,290,473,80%,80%,11,11,0,0,0,1,4,1,14,3,Bahia
5753,1,14/05/2017,16:06,Palmeiras,Vasco,4,0,"1120,35","1073,32",16,15,10,5,52%,48%,399,378,80%,80%,19,16,0,2,0,0,5,2,3,2,Palmeiras
5754,1,14/05/2017,19:01,Gremio,Botafogo-RJ,2,0,"1075,02","1050,39",20,9,9,0,53%,47%,450,415,80%,80%,13,19,2,5,0,0,1,1,6,4,Gremio
5755,1,15/05/2017,20:02,Coritiba,Atletico-GO,4,1,"999,95","964,75",17,17,7,9,61%,39%,494,315,80%,80%,17,13,1,2,0,0,1,1,6,6,Coritiba
5756,2,20/05/2017,16:01,Santos,Coritiba,1,0,"1124,86","999,95",7,23,3,11,47%,53%,338,378,80%,80%,24,17,6,4,0,0,1,2,3,4,Santos
5757,2,20/05/2017,18:59,Atletico-GO,Flamengo,0,3,"964,75","1086,93",8,20,0,11,34%,66%,332,641,80%,80%,11,13,2,1,0,0,0,1,4,7,Flamengo
5758,2,20/05/2017,19:01,Chapecoense,Palmeiras,1,0,"1071,46","1120,35",11,6,4,1,44%,56%,313,393,80%,80%,16,13,1,1,0,0,1,2,3,4,Chapecoense
5759,2,21/05/2017,11:00,Vasco,Bahia,2,1,"1073,32","1026,45",16,9,10,3,60%,40%,378,253,80%,80%,13,23,4,1,0,1,3,3,10,5,Vasco
5761,2,21/05/2017,16:00,Vitoria,Corinthians,0,1,"1005,5","1120,13",14,12,3,4,47%,53%,419,473,80%,80%,13,6,0,1,0,0,0,2,3,4,Corinthians
5760,2,21/05/2017,16:01,Athletico-PR,Gremio,0,2,"1052,81","1075,02",18,6,1,4,61%,39%,566,372,80%,80%,11,16,2,3,0,1,0,3,5,3,Gremio
5762,2,21/05/2017,16:01,Atletico-MG,Fluminense,1,2,"1097,2","1016,33",20,15,3,5,61%,39%,420,293,80%,80%,18,23,0,6,0,0,3,4,12,5,Fluminense
5763,2,21/05/2017,17:59,Botafogo-RJ,Ponte Preta,2,0,"1050,39","976,96",11,15,6,3,40%,60%,446,648,80%,80%,15,12,1,0,0,0,1,1,1,6,Botafogo-RJ
5764,2,21/05/2017,19:02,Sport,Cruzeiro,1,1,"1015,09","1082,68",10,17,5,5,44%,56%,364,457,80%,80%,20,14,3,3,0,0,1,2,5,7,Empate
5765,2,22/05/2017,20:00,Sao Paulo,Avai,2,0,"1064,91","1007,25",11,8,4,0,56%,44%,444,352,80%,80%,16,10,1,2,0,0,1,2,5,6,Sao Paulo
5766,3,27/05/2017,16:00,Vasco,Fluminense,3,2,"1073,32","1016,33",18,13,7,6,42%,58%,299,421,80%,80%,11,11,2,3,0,0,3,1,3,7,Vasco
5767,3,27/05/2017,19:04,Sao Paulo,Palmeiras,2,0,"1064,91","1120,35",8,10,5,1,37%,63%,323,571,80%,80%,13,16,3,1,0,0,1,2,9,3,Sao Paulo
5768,3,27/05/2017,21:00,Vitoria,Coritiba,0,1,"1005,5","999,95",12,16,3,8,53%,47%,364,347,80%,80%,19,16,3,3,0,0,7,4,9,6,Coritiba
5769,3,28/05/2017,11:01,Atletico-MG,Ponte Preta,2,2,"1097,2","976,96",10,15,7,5,68%,32%,564,277,80%,80%,16,14,2,2,0,0,2,1,6,6,Empate
5770,3,28/05/2017,16:00,Athletico-PR,Flamengo,1,1,"1052,81","1086,93",13,14,6,4,43%,57%,430,556,80%,80%,10,12,1,0,0,0,3,0,5,5,Empate
5772,3,28/05/2017,16:00,Atletico-GO,Corinthians,0,1,"964,75","1120,13",14,15,5,8,48%,52%,403,430,80%,80%,23,11,2,0,0,0,5,5,5,9,Corinthians
5771,3,28/05/2017,16:02,Santos,Cruzeiro,0,1,"1124,86","1082,68",13,14,1,2,55%,45%,509,427,80%,80%,8,14,2,3,0,0,1,0,9,6,Cruzeiro
5773,3,28/05/2017,18:00,Sport,Gremio,4,3,"1015,09","1075,02",19,12,10,6,67%,33%,499,250,80%,80%,21,13,3,1,1,0,0,2,12,6,Sport
5774,3,28/05/2017,19:00,Botafogo-RJ,Bahia,1,0,"1050,39","1026,45",11,17,4,10,48%,52%,372,382,80%,80%,20,18,1,1,0,0,1,1,2,11,Botafogo-RJ
5775,3,29/05/2017,20:00,Chapecoense,Avai,2,0,"1071,46","1007,25",23,11,4,3,58%,42%,519,388,80%,80%,16,11,1,0,1,1,3,0,6,0,Chapecoense
5776,4,03/06/2017,16:01,Coritiba,Athletico-PR,1,0,"999,95","1052,81",11,9,5,2,49%,51%,383,392,80%,80%,15,11,3,2,0,0,1,5,6,6,Coritiba
5777,4,03/06/2017,18:00,Fluminense,Vitoria,2,1,"1016,33","1005,5",17,7,6,2,56%,44%,459,363,80%,80%,18,22,0,5,0,0,5,0,5,2,Fluminense
5778,4,03/06/2017,19:01,Corinthians,Santos,2,0,"1120,13","1124,86",19,5,4,0,51%,49%,442,454,80%,80%,11,9,0,1,0,1,2,0,9,1,Corinthians
5780,4,04/06/2017,11:00,Avai,Sport,1,0,"1007,25","1015,09",7,14,1,3,35%,65%,322,600,80%,80%,26,25,4,4,0,0,0,1,2,5,Avai
5779,4,04/06/2017,11:01,Flamengo,Botafogo-RJ,0,0,"1086,93","1050,39",19,5,2,1,65%,35%,423,239,80%,80%,19,19,2,2,0,0,0,4,11,2,Empate
5783,4,04/06/2017,15:59,Gremio,Vasco,2,0,"1075,02","1073,32",11,10,2,0,59%,41%,537,374,80%,80%,15,13,2,3,0,0,3,1,6,5,Gremio
5781,4,04/06/2017,16:00,Palmeiras,Atletico-MG,0,0,"1120,35","1097,2",15,9,5,3,53%,47%,398,363,80%,80%,20,12,2,4,0,0,1,2,7,6,Empate
5782,4,04/06/2017,16:04,Ponte Preta,Sao Paulo,1,0,"976,96","1064,91",10,11,5,3,45%,55%,365,436,80%,80%,13,12,2,5,0,0,2,3,7,7,Ponte Preta
5784,4,04/06/2017,19:00,Cruzeiro,Chapecoense,0,2,"1082,68","1071,46",14,10,5,4,62%,38%,525,332,80%,80%,8,16,1,3,0,0,2,1,4,5,Chapecoense
5785,4,05/06/2017,20:00,Bahia,Atletico-GO,3,0,"1026,45","964,75",18,8,8,3,60%,40%,462,321,80%,80%,21,27,0,2,0,0,6,4,7,4,Bahia
5786,5,06/06/2017,19:59,Fluminense,Athletico-PR,1,1,"1016,33","1052,81",15,7,7,1,54%,46%,394,346,80%,80%,19,16,3,3,0,0,1,1,10,4,Empate
5787,5,07/06/2017,19:29,Atletico-MG,Avai,1,0,"1097,2","1007,25",7,13,4,3,54%,46%,469,390,80%,80%,20,10,3,1,0,0,4,4,2,10,Atletico-MG
5788,5,07/06/2017,19:31,Coritiba,Palmeiras,1,0,"999,95","1120,35",5,12,3,4,43%,57%,331,421,80%,80%,14,17,4,3,0,0,7,1,2,8,Coritiba
5789,5,07/06/2017,20:59,Santos,Botafogo-RJ,1,0,"1124,86","1050,39",8,8,3,2,62%,38%,594,367,80%,80%,13,9,4,2,0,0,2,2,7,2,Santos
5790,5,07/06/2017,21:44,Vasco,Corinthians,2,5,"1073,32","1120,13",27,10,9,6,58%,42%,448,357,80%,80%,10,14,0,3,0,0,2,3,14,1,Corinthians
5791,5,07/06/2017,21:45,Sport,Flamengo,2,0,"1015,09","1086,93",14,17,5,7,39%,61%,302,465,80%,80%,17,16,2,2,0,0,1,2,3,8,Sport
5792,5,08/06/2017,19:29,Atletico-GO,Ponte Preta,3,0,"964,75","976,96",13,10,7,4,36%,64%,297,536,80%,80%,20,9,1,2,0,1,4,0,8,3,Atletico-GO
5793,5,08/06/2017,19:31,Sao Paulo,Vitoria,2,0,"1064,91","1005,5",18,11,9,3,51%,49%,370,371,80%,80%,14,18,1,1,0,0,1,1,10,6,Sao Paulo
5794,5,08/06/2017,20:01,Chapecoense,Gremio,3,6,"1071,46","1075,02",18,10,7,7,47%,53%,362,414,80%,80%,22,9,4,3,0,0,0,2,5,1,Gremio
5795,5,08/06/2017,21:00,Bahia,Cruzeiro,1,0,"1026,45","1082,68",19,12,5,4,59%,41%,534,362,80%,80%,18,12,4,2,0,1,0,1,5,6,Bahia
5796,6,10/06/2017,16:00,Palmeiras,Fluminense,3,1,"1120,35","1016,33",16,10,6,3,56%,44%,419,322,80%,80%,24,19,4,2,0,0,3,1,6,3,Palmeiras
5797,6,10/06/2017,18:59,Vasco,Sport,2,1,"1073,32","1015,09",14,8,4,3,49%,51%,365,378,80%,80%,15,19,0,1,0,0,2,2,3,3,Vasco
5798,6,11/06/2017,11:02,Botafogo-RJ,Coritiba,2,2,"1050,39","999,95",13,8,6,4,53%,47%,409,358,80%,80%,14,28,4,3,0,0,1,1,5,5,Empate
5799,6,11/06/2017,16:00,Ponte Preta,Chapecoense,3,2,"976,96","1071,46",5,17,3,7,34%,66%,257,467,80%,80%,8,22,2,4,0,0,3,2,1,6,Ponte Preta
5802,6,11/06/2017,16:00,Corinthians,Sao Paulo,3,2,"1120,13","1064,91",11,13,6,4,56%,44%,492,386,80%,80%,11,15,1,1,0,0,2,1,3,0,Corinthians
5801,6,11/06/2017,16:01,Vitoria,Atletico-MG,2,0,"1005,5","1097,2",6,9,3,1,42%,58%,353,480,80%,80%,20,7,3,2,0,0,2,1,4,4,Vitoria
5800,6,11/06/2017,16:02,Avai,Flamengo,1,1,"1007,25","1086,93",12,9,2,3,38%,62%,327,523,80%,80%,17,18,2,1,1,0,1,2,4,9,Empate
5803,6,11/06/2017,18:29,Cruzeiro,Atletico-GO,2,0,"1082,68","964,75",19,5,9,3,70%,30%,622,264,80%,80%,11,21,3,4,0,0,1,1,7,2,Cruzeiro
5804,6,11/06/2017,19:00,Athletico-PR,Santos,0,2,"1052,81","1124,86",16,10,2,5,57%,43%,495,391,80%,80%,15,12,1,0,0,1,2,3,7,4,Santos
5805,6,12/06/2017,19:59,Gremio,Bahia,1,0,"1075,02","1026,45",18,7,5,3,64%,36%,643,361,80%,80%,15,16,0,1,0,0,2,0,11,4,Gremio
5807,7,14/06/2017,19:29,Atletico-GO,Avai,3,1,"964,75","1007,25",17,3,5,1,47%,53%,377,441,80%,80%,21,24,3,6,0,0,2,1,7,2,Atletico-GO
5806,7,14/06/2017,19:30,Atletico-MG,Athletico-PR,0,1,"1097,2","1052,81",24,6,3,2,69%,31%,514,243,80%,80%,11,10,2,4,0,1,2,4,12,6,Athletico-PR
5808,7,14/06/2017,19:31,Vitoria,Botafogo-RJ,2,2,"1005,5","1050,39",15,17,3,8,55%,45%,456,378,80%,80%,12,10,1,1,1,0,0,2,2,7,Empate
5809,7,14/06/2017,19:31,Sport,Sao Paulo,0,0,"1015,09","1064,91",7,7,3,1,57%,43%,465,355,80%,80%,21,14,1,1,0,0,1,3,5,1,Empate
5810,7,14/06/2017,21:00,Flamengo,Ponte Preta,2,0,"1086,93","976,96",23,14,5,3,56%,44%,476,380,80%,80%,12,16,2,2,0,0,2,1,5,4,Flamengo
5812,7,14/06/2017,21:45,Chapecoense,Vasco,2,1,"1071,46","1073,32",17,5,10,2,52%,48%,363,362,80%,80%,24,15,3,2,0,0,1,0,3,5,Chapecoense
5811,7,14/06/2017,21:46,Santos,Palmeiras,1,0,"1124,86","1120,35",9,16,5,6,45%,55%,406,490,80%,80%,16,14,1,3,0,0,2,3,10,7,Santos
5813,7,14/06/2017,21:47,Corinthians,Cruzeiro,1,0,"1120,13","1082,68",7,18,3,2,53%,47%,533,470,80%,80%,9,16,0,1,0,0,6,4,6,7,Corinthians
5814,7,15/06/2017,16:05,Coritiba,Bahia,0,0,"999,95","1026,45",7,10,1,3,47%,53%,323,367,80%,80%,16,14,1,4,1,1,5,2,5,6,Empate
5815,7,15/06/2017,21:00,Fluminense,Gremio,0,2,"1016,33","1075,02",12,12,2,4,51%,49%,494,505,80%,80%,12,17,4,3,0,0,2,1,3,2,Gremio
5816,8,17/06/2017,15:59,Atletico-GO,Athletico-PR,0,1,"964,75","1052,81",24,9,6,3,66%,34%,601,332,80%,80%,16,15,1,5,0,0,0,0,11,0,Athletico-PR
5817,8,17/06/2017,19:00,Vasco,Avai,1,0,"1073,32","1007,25",16,11,5,4,49%,51%,399,415,80%,80%,20,22,4,1,0,0,0,0,4,6,Vasco
5818,8,17/06/2017,21:01,Santos,Ponte Preta,0,0,"1124,86","976,96",13,9,4,2,58%,42%,560,423,80%,80%,17,13,3,4,0,0,2,3,5,2,Empate
5819,8,18/06/2017,11:03,Coritiba,Corinthians,0,0,"999,95","1120,13",13,5,5,0,45%,55%,339,434,80%,80%,18,13,2,3,0,0,3,5,10,4,Empate
5822,8,18/06/2017,16:00,Chapecoense,Botafogo-RJ,0,2,"1071,46","1050,39",21,7,6,4,59%,41%,421,309,80%,80%,11,13,0,2,0,0,2,4,8,3,Botafogo-RJ
5823,8,18/06/2017,16:00,Sao Paulo,Atletico-MG,1,2,"1064,91","1097,2",12,8,2,3,60%,40%,445,312,80%,80%,12,24,2,2,0,0,4,4,5,3,Atletico-MG
5820,8,18/06/2017,16:01,Bahia,Palmeiras,2,4,"1026,45","1120,35",15,17,9,5,62%,38%,442,271,80%,80%,14,23,2,5,0,0,2,1,3,5,Palmeiras
5821,8,18/06/2017,16:01,Fluminense,Flamengo,2,2,"1016,33","1086,93",12,14,4,5,39%,61%,240,369,80%,80%,16,25,1,6,0,0,0,1,3,4,Empate
5824,8,18/06/2017,19:00,Sport,Vitoria,1,3,"1015,09","1005,5",11,13,6,6,57%,43%,483,375,80%,80%,10,19,0,0,0,0,3,1,5,5,Vitoria
5825,8,19/06/2017,20:00,Cruzeiro,Gremio,3,3,"1082,68","1075,02",17,15,5,7,55%,45%,541,442,80%,80%,12,14,5,2,0,0,0,0,2,8,Empate
5826,9,21/06/2017,19:30,Vitoria,Santos,0,2,"1005,5","1124,86",17,10,3,6,60%,40%,453,319,80%,80%,15,10,2,1,0,0,4,4,8,5,Santos
5828,9,21/06/2017,20:59,Botafogo-RJ,Vasco,3,1,"1050,39","1073,32",7,19,3,3,43%,57%,360,440,80%,80%,20,11,5,1,0,0,1,1,2,6,Botafogo-RJ
5827,9,21/06/2017,21:00,Palmeiras,Atletico-GO,1,0,"1120,35","964,75",13,9,4,4,68%,32%,536,259,80%,80%,10,17,2,2,0,0,5,6,6,3,Palmeiras
5830,9,21/06/2017,21:45,Athletico-PR,Sao Paulo,1,0,"1052,81","1064,91",12,28,7,5,34%,66%,299,553,80%,80%,17,15,3,3,0,0,2,1,5,8,Athletico-PR
5831,9,21/06/2017,21:45,Atletico-MG,Sport,2,2,"1097,2","1015,09",5,12,2,6,53%,47%,431,390,80%,80%,23,26,2,1,0,0,2,3,3,2,Empate
5829,9,21/06/2017,21:46,Avai,Fluminense,0,3,"1007,25","1016,33",14,15,5,4,49%,51%,423,445,80%,80%,19,20,1,1,0,0,1,0,5,4,Fluminense
5833,9,22/06/2017,19:30,Ponte Preta,Cruzeiro,1,0,"976,96","1082,68",6,8,1,2,52%,48%,405,392,80%,80%,21,23,2,2,0,0,0,3,5,1,Ponte Preta
5832,9,22/06/2017,19:31,Corinthians,Bahia,3,0,"1120,13","1026,45",16,18,5,1,48%,52%,434,444,80%,80%,15,12,2,2,1,1,2,2,5,9,Corinthians
5834,9,22/06/2017,21:00,Gremio,Coritiba,2,0,"1075,02","999,95",17,12,12,6,53%,47%,439,396,80%,80%,18,11,2,0,0,0,4,0,6,3,Gremio
5835,9,22/06/2017,21:00,Flamengo,Chapecoense,5,1,"1086,93","1071,46",20,13,11,2,52%,48%,359,329,80%,80%,21,13,3,1,0,0,3,1,6,7,Flamengo
5836,10,24/06/2017,19:01,Santos,Sport,0,1,"1124,86","1015,09",9,9,3,3,57%,43%,531,416,80%,80%,13,17,0,1,0,0,0,1,9,0,Sport
5837,10,25/06/2017,10:59,Vasco,Atletico-GO,1,0,"1073,32","964,75",12,5,5,2,53%,47%,434,398,80%,80%,21,19,2,0,0,0,0,1,3,1,Vasco
5841,10,25/06/2017,15:59,Cruzeiro,Coritiba,2,0,"1082,68","999,95",22,9,9,2,55%,45%,413,333,80%,80%,15,26,0,2,0,0,2,2,8,9,Cruzeiro
5838,10,25/06/2017,16:00,Gremio,Corinthians,0,1,"1075,02","1120,13",15,5,6,3,57%,43%,564,448,80%,80%,16,16,4,5,0,0,2,0,7,2,Corinthians
5839,10,25/06/2017,16:00,Sao Paulo,Fluminense,1,1,"1064,91","1016,33",15,9,3,6,52%,48%,365,342,80%,80%,12,25,1,1,0,0,0,4,6,3,Empate
5840,10,25/06/2017,16:01,Athletico-PR,Vitoria,4,1,"1052,81","1005,5",15,12,11,3,48%,52%,473,517,80%,80%,10,11,0,3,0,0,3,2,5,1,Athletico-PR
5842,10,25/06/2017,16:02,Ponte Preta,Palmeiras,1,2,"976,96","1120,35",9,6,2,2,56%,44%,440,365,80%,80%,21,28,6,3,2,1,3,0,2,4,Palmeiras
5843,10,25/06/2017,18:33,Bahia,Flamengo,0,1,"1026,45","1086,93",14,13,3,4,42%,58%,375,518,80%,80%,6,23,1,3,1,0,1,0,5,3,Flamengo
5844,10,25/06/2017,19:00,Chapecoense,Atletico-MG,0,1,"1071,46","1097,2",15,5,1,3,68%,32%,462,237,80%,80%,24,19,5,5,0,0,2,7,8,0,Atletico-MG
5845,10,26/06/2017,20:00,Botafogo-RJ,Avai,0,2,"1050,39","1007,25",31,8,9,2,73%,27%,588,231,80%,80%,11,10,1,2,0,0,1,0,17,2,Avai
5846,11,01/07/2017,16:02,Palmeiras,Gremio,1,0,"1120,35","1075,02",14,6,1,2,61%,39%,480,328,80%,80%,23,14,3,1,0,0,2,1,4,0,Palmeiras
5847,11,01/07/2017,18:59,Atletico-GO,Santos,1,1,"964,75","1124,86",16,13,4,2,32%,68%,263,553,80%,80%,14,10,2,1,1,0,0,4,3,11,Empate
5850,11,02/07/2017,15:59,Atletico-MG,Cruzeiro,3,1,"1097,2","1082,68",11,10,4,5,47%,53%,357,394,80%,80%,23,18,4,4,0,0,3,1,4,3,Atletico-MG
5848,11,02/07/2017,16:00,Sport,Athletico-PR,1,0,"1015,09","1052,81",19,2,3,1,58%,42%,466,351,80%,80%,12,18,1,3,0,0,0,2,11,4,Sport
5852,11,02/07/2017,16:00,Corinthians,Botafogo-RJ,1,0,"1120,13","1050,39",19,3,9,0,67%,33%,645,342,80%,80%,14,14,3,2,0,0,2,1,10,2,Corinthians
5849,11,02/07/2017,16:01,Vitoria,Bahia,0,0,"1005,5","1026,45",21,6,7,1,56%,44%,439,359,80%,80%,17,16,5,3,0,0,1,2,11,5,Empate
5851,11,02/07/2017,16:01,Flamengo,Sao Paulo,2,0,"1086,93","1064,91",15,12,7,2,47%,53%,412,464,80%,80%,17,14,1,1,0,0,5,0,10,0,Flamengo
5854,11,02/07/2017,18:59,Coritiba,Vasco,2,2,"999,95","1073,32",16,10,5,4,61%,39%,395,253,80%,80%,17,20,3,5,0,0,2,1,8,5,Empate
5853,11,02/07/2017,19:01,Avai,Ponte Preta,0,0,"1007,25","976,96",10,18,3,3,44%,56%,407,525,80%,80%,14,25,2,2,0,0,3,0,6,5,Empate
5855,11,03/07/2017,20:00,Fluminense,Chapecoense,3,3,"1016,33","1071,46",12,23,8,7,69%,31%,453,202,80%,80%,14,22,3,4,0,1,6,2,6,5,Empate
5856,12,08/07/2017,15:58,Atletico-GO,Vitoria,1,2,"964,75","1005,5",18,9,5,6,51%,49%,353,366,80%,80%,12,23,1,4,0,0,3,4,14,4,Vitoria
5857,12,08/07/2017,18:01,Vasco,Flamengo,0,1,"1073,32","1086,93",10,9,1,3,41%,59%,282,415,80%,80%,23,15,4,1,0,0,2,2,6,9,Flamengo
5858,12,08/07/2017,19:01,Corinthians,Ponte Preta,2,0,"1120,13","976,96",13,20,8,6,48%,52%,498,518,80%,80%,17,8,2,2,0,0,1,4,2,5,Corinthians
5859,12,09/07/2017,11:01,Chapecoense,Athletico-PR,1,1,"1071,46","1052,81",26,4,6,3,43%,57%,359,504,80%,80%,18,13,1,3,0,0,0,4,10,2,Empate
5860,12,09/07/2017,16:01,Bahia,Fluminense,1,1,"1026,45","1016,33",20,7,5,2,73%,27%,620,242,80%,80%,16,18,4,2,0,0,2,1,10,2,Empate
5861,12,09/07/2017,16:01,Gremio,Avai,0,2,"1075,02","1007,25",19,8,11,3,73%,27%,685,257,80%,80%,9,17,1,4,0,1,2,1,11,5,Avai
5862,12,09/07/2017,16:01,Cruzeiro,Palmeiras,3,1,"1082,68","1120,35",11,8,6,1,38%,62%,306,484,80%,80%,12,15,1,4,0,0,0,3,1,9,Cruzeiro
5863,12,09/07/2017,19:00,Santos,Sao Paulo,3,2,"1124,86","1064,91",17,14,8,5,52%,48%,442,414,80%,80%,18,5,4,3,0,0,0,2,6,2,Santos
5864,12,09/07/2017,19:00,Botafogo-RJ,Atletico-MG,1,1,"1050,39","1097,2",11,9,3,6,57%,43%,503,391,80%,80%,14,27,1,3,0,0,1,1,4,7,Empate
5865,12,10/07/2017,20:01,Coritiba,Sport,0,3,"999,95","1015,09",16,12,6,6,59%,41%,399,291,80%,80%,16,18,2,2,1,0,2,2,10,2,Sport
5866,13,12/07/2017,19:30,Ponte Preta,Bahia,0,3,"976,96","1026,45",27,11,9,7,67%,33%,569,307,80%,80%,12,14,1,3,0,0,0,2,18,0,Bahia
5867,13,12/07/2017,19:31,Atletico-MG,Santos,0,1,"1097,2","1124,86",24,10,6,3,64%,36%,485,298,80%,80%,9,13,1,2,0,0,1,3,15,4,Santos
5868,13,12/07/2017,20:59,Fluminense,Botafogo-RJ,0,1,"1016,33","1050,39",12,16,0,5,59%,41%,509,360,80%,80%,13,20,3,4,0,0,0,2,6,7,Botafogo-RJ
5869,13,12/07/2017,21:46,Palmeiras,Corinthians,0,2,"1120,35","1120,13",18,3,3,2,62%,38%,490,332,80%,80%,16,14,3,4,0,0,3,5,8,1,Corinthians
5870,13,12/07/2017,21:46,Athletico-PR,Cruzeiro,0,2,"1052,81","1082,68",14,15,6,5,62%,38%,621,403,80%,80%,16,9,3,1,0,0,0,1,9,1,Cruzeiro
5871,13,12/07/2017,21:46,Vitoria,Vasco,1,4,"1005,5","1073,32",18,10,5,4,68%,32%,514,251,80%,80%,16,14,4,3,0,0,3,5,8,9,Vasco
5872,13,13/07/2017,19:28,Sao Paulo,Atletico-GO,2,2,"1064,91","964,75",18,11,3,3,74%,26%,600,211,80%,80%,18,21,0,3,0,0,0,0,9,4,Empate
5873,13,13/07/2017,19:30,Sport,Chapecoense,3,0,"1015,09","1071,46",11,11,5,1,53%,47%,385,346,80%,80%,9,26,2,8,0,0,1,1,5,8,Sport
5874,13,13/07/2017,19:31,Flamengo,Gremio,0,1,"1086,93","1075,02",23,4,7,3,61%,39%,587,388,80%,80%,12,20,2,2,0,0,1,1,8,2,Gremio
5875,13,13/07/2017,21:01,Avai,Coritiba,1,4,"1007,25","999,95",10,9,2,8,63%,37%,455,276,80%,80%,14,18,2,2,0,0,5,1,6,3,Coritiba
5876,14,15/07/2017,19:01,Corinthians,Athletico-PR,2,2,"1120,13","1052,81",19,11,9,4,63%,37%,621,372,80%,80%,5,11,0,0,0,0,1,2,8,3,Empate
5877,14,16/07/2017,11:02,Palmeiras,Vitoria,4,2,"1120,35","1005,5",15,7,6,2,57%,43%,461,363,80%,80%,21,19,2,3,0,0,1,2,5,6,Palmeiras
5878,14,16/07/2017,15:59,Vasco,Santos,0,0,"1073,32","1124,86",16,4,4,0,44%,56%,354,471,80%,80%,16,25,4,2,0,1,1,0,9,3,Empate
5879,14,16/07/2017,15:59,Atletico-GO,Atletico-MG,1,2,"964,75","1097,2",15,5,4,2,42%,58%,334,449,80%,80%,21,24,2,3,0,0,3,9,5,8,Atletico-MG
5880,14,16/07/2017,16:00,Chapecoense,Sao Paulo,2,0,"1071,46","1064,91",15,9,5,3,32%,68%,216,455,80%,80%,22,14,4,2,0,0,0,5,1,1,Chapecoense
5881,14,16/07/2017,16:01,Cruzeiro,Flamengo,1,1,"1082,68","1086,93",10,5,3,1,36%,64%,332,588,80%,80%,16,14,3,1,0,0,1,3,6,3,Empate
5882,14,16/07/2017,16:01,Gremio,Ponte Preta,3,1,"1075,02","976,96",12,10,6,3,62%,38%,536,334,80%,80%,20,18,1,2,0,0,1,1,7,3,Gremio
5883,14,16/07/2017,19:00,Bahia,Avai,1,1,"1026,45","1007,25",22,13,5,4,67%,33%,533,264,80%,80%,18,12,2,0,0,0,0,2,8,3,Empate
5884,14,16/07/2017,19:01,Coritiba,Fluminense,1,2,"999,95","1016,33",14,6,4,2,53%,47%,329,292,80%,80%,19,18,4,4,0,0,5,2,3,3,Fluminense
5885,14,17/07/2017,20:00,Botafogo-RJ,Sport,2,1,"1050,39","1015,09",11,10,6,3,43%,57%,407,526,80%,80%,14,16,4,3,0,0,1,3,3,6,Botafogo-RJ
5887,15,19/07/2017,19:30,Santos,Chapecoense,1,0,"1124,86","1071,46",7,18,5,5,60%,40%,542,368,80%,80%,13,17,5,2,0,0,7,1,13,7,Santos
5886,15,19/07/2017,19:31,Vitoria,Gremio,1,3,"1005,5","1075,02",16,7,2,5,51%,49%,464,486,80%,80%,18,7,3,3,0,0,1,1,7,0,Gremio
5889,15,19/07/2017,20:59,Ponte Preta,Coritiba,4,0,"976,96","999,95",13,13,7,6,45%,55%,364,439,80%,80%,12,12,1,0,0,0,6,3,4,1,Ponte Preta
5888,15,19/07/2017,21:01,Avai,Corinthians,0,0,"1007,25","1120,13",15,22,3,7,27%,73%,257,704,80%,80%,18,10,2,3,0,0,1,1,3,11,Empate
5890,15,19/07/2017,21:45,Atletico-MG,Bahia,0,2,"1097,2","1026,45",24,11,9,5,70%,30%,588,264,80%,80%,19,18,4,6,0,0,1,1,8,3,Bahia
5891,15,19/07/2017,21:45,Sao Paulo,Vasco,1,0,"1064,91","1073,32",11,12,3,5,44%,56%,329,409,80%,80%,26,20,3,3,0,0,1,2,1,4,Sao Paulo
