ID,rodata,data,hora,mandante,visitante,mandante_Placar,visitante_Placar,ELO_Rating_mandante,ELO_Rating_visitante,Chutes_mandante,Chutes_visitante,Chutes_no_alvo_mandante,Chutes_no_alvo_visitante,Posse_mandante,Posse_visitante,Passes_mandante,Passes_visitante,Precisão_passes_mandante,Precisão_passes_visitante,Faltas_mandante,Faltas_visitante,Cartão_amarelo_mandante,Cartão_amarelo_visitante,Cartão_vermelho_mandante,Cartão_vermelho_visitante,Impedimentos_mandante,Impedimentos_visitante,Escanteios_mandante,Escanteios_visitante,Vencedor
6922,4,19/08/2020,21:30,Botafogo-RJ,Atletico-MG,2,1,"963,74","1096,13",10,31,5,9,26%,74%,210,609,63%,87%,9,10,2,0,0,0,1,2,7,16,Botafogo-RJ
6923,4,20/08/2020,19:15,Sport,Santos,0,1,"982,27","1111,55",11,16,5,5,41%,59%,354,513,76%,85%,23,17,5,2,0,0,1,1,4,5,Santos
6924,4,20/08/2020,20:00,Ceara,Vasco,0,3,"1033,78","1013,02",22,5,2,4,58%,42%,484,375,86%,81%,18,14,3,3,0,0,1,2,13,2,Vasco
6925,4,20/08/2020,20:00,Sao Paulo,Bahia,1,1,"1176,62","994,01",25,8,5,5,68%,32%,634,304,90%,68%,14,16,2,2,0,0,4,1,5,6,Empate
6926,5,22/08/2020,16:00,Athletico-PR,Fluminense,0,1,"1081,11","1063,02",14,9,5,2,66%,34%,610,326,87%,73%,21,12,4,3,0,0,1,2,7,2,Fluminense
6927,5,22/08/2020,18:59,Internacional,Atletico-MG,1,0,"1116,91","1096,13",6,11,3,1,33%,67%,306,620,62%,81%,20,21,1,2,0,0,3,1,2,5,Internacional
6928,5,22/08/2020,21:00,Goias,Atletico-GO,2,0,"991,44","1013,59",6,16,2,4,33%,67%,275,541,67%,82%,26,19,5,2,0,0,5,2,3,11,Goias
6929,5,23/08/2020,11:03,Flamengo,Botafogo-RJ,1,1,"1214,67","963,74",15,7,5,1,67%,33%,637,314,88%,78%,15,17,3,3,0,0,0,2,5,4,Empate
6930,5,23/08/2020,16:00,Vasco,Gremio,0,0,"1013,02","1154,46",10,14,3,4,46%,54%,414,474,80%,82%,23,17,5,2,0,0,1,0,6,4,Empate
6932,5,23/08/2020,16:01,Bragantino,Coritiba,1,2,"1016,99","948,1",15,7,2,4,46%,54%,319,397,82%,75%,17,18,2,0,1,0,1,2,10,3,Coritiba
6931,5,23/08/2020,16:02,Palmeiras,Santos,2,1,"1165,51","1111,55",17,8,5,1,48%,52%,369,383,79%,76%,21,15,5,2,0,1,4,0,5,6,Palmeiras
6933,5,23/08/2020,18:59,Sport,Sao Paulo,0,1,"982,27","1176,62",10,11,2,4,55%,45%,516,425,86%,84%,21,25,2,3,0,0,1,0,0,3,Sao Paulo
6934,5,23/08/2020,20:00,Ceara,Bahia,2,0,"1033,78","994,01",11,16,4,7,38%,62%,339,538,77%,84%,21,7,1,2,0,0,1,1,6,11,Ceara
6935,5,26/08/2020,21:30,Corinthians,Fortaleza,1,1,"1081,27","1026,15",21,10,7,3,60%,40%,584,405,85%,81%,14,12,0,2,0,0,0,5,5,1,Empate
6936,11,26/08/2020,19:00,Sao Paulo,Athletico-PR,1,0,"1176,62","1081,11",15,5,5,3,57%,43%,605,464,87%,80%,13,16,2,1,0,0,3,1,4,1,Sao Paulo
6946,6,29/08/2020,17:00,Botafogo-RJ,Internacional,0,2,"963,74","1116,91",7,7,2,4,47%,53%,471,542,85%,87%,14,24,3,1,0,0,2,2,5,3,Internacional
6947,6,29/08/2020,19:00,Fluminense,Vasco,2,1,"1063,02","1013,02",12,9,3,4,46%,54%,452,527,85%,84%,19,16,4,1,0,1,1,1,2,4,Fluminense
6948,6,29/08/2020,19:00,Bahia,Palmeiras,1,1,"994,01","1165,51",9,11,1,5,49%,51%,429,456,82%,82%,15,16,2,2,0,0,1,4,8,2,Empate
6949,6,29/08/2020,21:00,Fortaleza,Bragantino,3,0,"1026,15","1016,99",13,5,6,2,59%,41%,571,395,87%,83%,22,10,2,2,0,1,0,1,3,4,Fortaleza
6950,6,30/08/2020,11:00,Sao Paulo,Corinthians,2,1,"1176,62","1081,27",14,7,5,5,54%,46%,442,388,85%,80%,16,22,3,0,0,0,2,1,7,4,Sao Paulo
6952,6,30/08/2020,16:00,Santos,Flamengo,0,1,"1111,55","1214,67",22,10,6,6,53%,47%,429,399,85%,80%,14,26,6,7,0,0,5,1,9,2,Flamengo
6951,6,30/08/2020,16:01,Coritiba,Sport,1,0,"948,1","982,27",13,6,3,2,59%,41%,562,387,85%,79%,14,19,1,4,0,0,0,1,5,2,Coritiba
6953,6,30/08/2020,18:01,Atletico-GO,Ceara,0,2,"1013,59","1033,78",14,13,4,5,55%,45%,361,308,79%,73%,16,11,1,2,1,0,1,2,4,4,Ceara
6956,7,02/09/2020,19:02,Ceara,Fortaleza,1,0,"1033,78","1026,15",9,5,4,0,27%,73%,231,620,70%,85%,22,18,2,2,0,0,4,2,2,6,Ceara
6957,7,02/09/2020,19:15,Fluminense,Atletico-GO,1,1,"1063,02","1013,59",11,15,4,3,43%,57%,368,468,78%,84%,14,16,2,1,1,0,0,1,2,9,Empate
6958,7,02/09/2020,19:16,Goias,Corinthians,1,2,"991,44","1081,27",11,11,3,4,46%,54%,446,511,84%,87%,16,12,1,3,0,0,1,0,3,6,Corinthians
6959,7,02/09/2020,20:30,Botafogo-RJ,Coritiba,0,0,"963,74","948,1",17,7,6,3,55%,45%,519,433,84%,80%,23,21,1,1,0,0,1,0,6,6,Empate
6961,7,02/09/2020,20:30,Bahia,Flamengo,3,5,"994,01","1214,67",14,20,6,9,41%,59%,459,647,83%,86%,8,17,1,2,0,0,2,2,5,6,Flamengo
6960,7,02/09/2020,20:31,Athletico-PR,Bragantino,1,1,"1081,11","1016,99",11,18,5,3,58%,42%,503,354,83%,77%,15,12,2,2,0,0,1,0,2,8,Empate
6962,7,02/09/2020,21:29,Palmeiras,Internacional,1,1,"1165,51","1116,91",11,8,1,2,48%,52%,372,403,73%,75%,21,23,3,5,0,0,1,0,5,4,Empate
6963,7,02/09/2020,21:29,Santos,Vasco,2,2,"1111,55","1013,02",13,9,5,3,63%,37%,423,267,85%,76%,17,21,2,3,0,0,2,1,9,2,Empate
6964,7,03/09/2020,19:01,Gremio,Sport,1,2,"1154,46","982,27",29,5,7,3,73%,27%,680,277,86%,60%,10,11,1,5,0,0,1,1,11,1,Sport
6965,7,03/09/2020,20:00,Atletico-MG,Sao Paulo,3,0,"1096,13","1176,62",14,13,8,4,52%,48%,496,468,82%,78%,18,11,0,0,0,0,3,1,5,3,Atletico-MG
6968,8,05/09/2020,13:00,Ceara,Santos,0,1,"1033,78","1111,55",16,7,8,4,61%,39%,425,269,83%,75%,21,16,2,4,2,2,0,3,7,5,Santos
6966,8,05/09/2020,16:59,Flamengo,Fortaleza,2,1,"1214,67","1026,15",18,4,8,2,62%,38%,517,329,88%,80%,12,21,1,1,0,0,3,4,11,3,Flamengo
6967,8,05/09/2020,19:00,Corinthians,Botafogo-RJ,2,2,"1081,27","963,74",15,13,6,3,61%,39%,545,339,87%,81%,18,10,3,1,0,0,1,2,12,6,Empate
6969,8,06/09/2020,11:01,Bragantino,Palmeiras,1,2,"1016,99","1165,51",20,14,4,4,38%,62%,350,581,78%,85%,23,12,1,3,1,0,1,2,5,3,Palmeiras
6970,8,06/09/2020,16:00,Internacional,Bahia,2,2,"1116,91","994,01",9,9,5,4,62%,38%,528,326,84%,69%,11,12,2,3,0,0,1,2,8,5,Empate
6971,8,06/09/2020,16:01,Sao Paulo,Fluminense,3,1,"1176,62","1063,02",15,10,3,4,51%,49%,463,451,80%,80%,21,13,3,0,0,0,0,2,3,2,Sao Paulo
6972,8,06/09/2020,18:00,Vasco,Athletico-PR,1,0,"1013,02","1081,11",8,14,2,4,32%,68%,293,603,75%,86%,7,16,1,1,0,0,2,1,3,2,Vasco
6973,8,06/09/2020,18:59,Atletico-GO,Gremio,1,1,"1013,59","1154,46",8,6,2,2,49%,51%,459,471,85%,83%,16,13,1,2,0,1,0,1,3,3,Empate
6974,8,06/09/2020,20:32,Sport,Goias,2,1,"982,27","991,44",17,10,6,4,53%,47%,486,453,83%,84%,18,17,1,0,0,0,1,0,9,4,Sport
6975,8,06/09/2020,20:32,Coritiba,Atletico-MG,0,1,"948,1","1096,13",13,21,3,2,47%,53%,440,476,80%,85%,14,19,1,3,0,0,0,2,4,4,Atletico-MG
6976,9,09/09/2020,17:30,Athletico-PR,Botafogo-RJ,1,1,"1081,11","963,74",17,11,3,5,62%,38%,509,310,89%,81%,19,10,1,0,0,0,3,2,7,3,Empate
6977,9,09/09/2020,18:00,Fortaleza,Sport,1,0,"1026,15","982,27",12,4,4,1,53%,47%,410,383,87%,82%,27,14,5,1,0,0,0,2,6,1,Fortaleza
6978,9,09/09/2020,18:03,Goias,Coritiba,3,3,"991,44","948,1",18,13,6,3,55%,45%,459,396,86%,82%,27,13,4,2,1,1,0,2,9,2,Empate
6979,9,09/09/2020,19:15,Sao Paulo,Bragantino,1,1,"1176,62","1016,99",14,10,5,2,60%,40%,491,341,85%,74%,18,18,4,2,0,0,5,2,5,1,Empate
6980,9,09/09/2020,21:30,Fluminense,Flamengo,1,2,"1063,02","1214,67",17,13,3,6,47%,53%,445,508,83%,87%,15,16,1,1,0,0,1,2,7,6,Flamengo
6981,9,09/09/2020,21:30,Santos,Atletico-MG,3,1,"1111,55","1096,13",8,16,4,4,41%,59%,300,424,76%,79%,11,15,1,2,0,1,4,1,4,5,Santos
6983,9,10/09/2020,19:14,Corinthians,Palmeiras,0,2,"1081,27","1165,51",10,21,4,8,55%,45%,517,437,90%,88%,13,16,2,2,2,0,1,2,5,6,Palmeiras
6982,9,10/09/2020,19:15,Internacional,Ceara,2,0,"1116,91","1033,78",17,6,9,1,62%,38%,517,317,81%,68%,15,16,0,2,0,0,1,1,10,3,Internacional
6984,9,10/09/2020,19:16,Bahia,Gremio,0,2,"994,01","1154,46",17,18,6,6,51%,49%,474,479,90%,87%,12,9,1,2,1,1,1,2,8,4,Gremio
6985,9,10/09/2020,21:00,Vasco,Atletico-GO,1,2,"1013,02","1013,59",9,13,5,7,55%,45%,471,380,83%,81%,15,23,2,1,1,0,0,1,1,4,Atletico-GO
6986,10,12/09/2020,16:29,Athletico-PR,Coritiba,1,0,"1081,11","948,1",10,5,2,1,43%,57%,349,463,86%,85%,21,12,4,0,0,1,3,3,9,6,Athletico-PR
6987,10,12/09/2020,18:59,Santos,Sao Paulo,2,2,"1111,55","1176,62",10,12,5,6,55%,45%,412,338,81%,81%,18,20,3,2,0,0,1,3,5,2,Empate
6988,10,13/09/2020,16:00,Fluminense,Corinthians,2,1,"1063,02","1081,27",15,9,3,3,48%,52%,352,378,82%,84%,14,15,2,4,1,0,0,2,5,8,Fluminense
6989,10,13/09/2020,16:00,Gremio,Fortaleza,1,1,"1154,46","1026,15",14,3,3,2,57%,43%,532,424,89%,87%,11,13,1,2,1,1,2,0,6,2,Empate
6990,10,13/09/2020,18:00,Atletico-MG,Bragantino,2,1,"1096,13","1016,99",14,12,7,4,64%,36%,556,306,85%,75%,13,18,1,1,0,0,5,0,8,3,Atletico-MG
6991,10,13/09/2020,18:00,Bahia,Atletico-GO,0,1,"994,01","1013,59",9,12,2,4,53%,47%,429,380,79%,79%,16,20,2,2,1,0,5,1,5,5,Atletico-GO
6992,10,13/09/2020,18:00,Ceara,Flamengo,2,0,"1033,78","1214,67",8,11,3,2,37%,63%,342,570,73%,84%,8,6,1,0,0,0,2,2,5,8,Ceara
6993,10,13/09/2020,18:01,Goias,Internacional,1,0,"991,44","1116,91",6,15,1,4,21%,79%,170,572,62%,90%,10,14,4,3,1,0,1,5,0,12,Goias
6994,10,13/09/2020,19:46,Palmeiras,Sport,2,2,"1165,51","982,27",20,9,7,4,64%,36%,567,327,87%,76%,15,12,1,3,1,1,3,1,6,2,Empate
6995,10,13/09/2020,20:29,Botafogo-RJ,Vasco,2,3,"963,74","1013,02",25,14,9,6,49%,51%,426,443,83%,81%,18,8,2,2,0,0,0,2,5,4,Vasco
6937,11,16/09/2020,21:32,Corinthians,Bahia,3,2,"1081,27","994,01",11,25,5,7,33%,67%,277,533,72%,88%,15,13,3,2,0,0,1,5,4,11,Corinthians
6938,11,19/09/2020,19:01,Fortaleza,Internacional,1,0,"1026,15","1116,91",12,11,3,1,42%,58%,318,420,76%,84%,9,20,1,3,0,0,2,2,3,7,Fortaleza
6939,11,19/09/2020,19:01,Bragantino,Ceara,4,2,"1016,99","1033,78",18,13,9,6,42%,58%,308,417,76%,82%,24,11,4,3,0,0,2,1,5,9,Bragantino
6940,11,19/09/2020,21:00,Atletico-GO,Atletico-MG,3,4,"1013,59","1096,13",15,14,9,8,44%,56%,359,468,76%,84%,16,14,2,0,0,0,1,4,6,4,Atletico-MG
6941,11,20/09/2020,16:00,Gremio,Palmeiras,1,1,"1154,46","1165,51",13,9,3,2,64%,36%,590,336,85%,76%,21,21,2,3,0,0,0,2,6,3,Empate
6942,11,20/09/2020,16:00,Coritiba,Vasco,1,0,"948,1","1013,02",11,11,2,3,55%,45%,497,415,86%,86%,14,15,1,2,0,0,3,0,6,6,Coritiba
6943,11,20/09/2020,18:15,Botafogo-RJ,Santos,0,0,"963,74","1111,55",7,21,1,6,44%,56%,321,416,76%,83%,15,13,4,2,0,0,0,1,8,10,Empate
6944,11,20/09/2020,20:29,Sport,Fluminense,1,0,"982,27","1063,02",8,18,3,4,26%,74%,251,700,69%,87%,10,9,0,1,0,0,3,3,5,8,Sport
6996,12,23/09/2020,21:30,Sport,Corinthians,1,0,"982,27","1081,27",9,16,2,2,47%,53%,451,486,82%,86%,11,15,3,4,0,0,1,2,3,8,Sport
6997,12,26/09/2020,18:59,Athletico-PR,Bahia,1,0,"1081,11","994,01",13,14,3,4,56%,44%,528,410,84%,81%,20,11,4,1,0,0,2,4,1,6,Athletico-PR
6998,12,26/09/2020,19:00,Internacional,Sao Paulo,1,1,"1116,91","1176,62",4,19,1,6,42%,58%,401,536,75%,82%,16,16,2,0,1,0,3,0,1,4,Empate
6999,12,26/09/2020,21:00,Atletico-MG,Gremio,3,1,"1096,13","1154,46",20,9,6,4,54%,46%,478,408,83%,80%,20,11,1,1,0,0,0,0,9,4,Atletico-MG
7000,12,27/09/2020,11:01,Vasco,Bragantino,1,1,"1013,02","1016,99",11,12,1,3,58%,42%,511,363,89%,83%,9,16,2,1,0,0,4,1,2,5,Empate
7001,12,27/09/2020,16:22,Palmeiras,Flamengo,1,1,"1165,51","1214,67",17,10,7,4,60%,40%,493,335,87%,81%,14,16,4,2,0,0,1,0,5,4,Empate
7003,12,27/09/2020,18:14,Atletico-GO,Botafogo-RJ,1,1,"1013,59","963,74",10,16,2,5,54%,46%,406,359,84%,81%,16,12,2,3,0,0,2,0,7,5,Empate
7002,12,27/09/2020,18:18,Ceara,Goias,2,2,"1033,78","991,44",19,10,5,7,60%,40%,411,286,79%,71%,13,14,3,4,0,0,9,3,11,7,Empate
7004,12,27/09/2020,20:30,Santos,Fortaleza,1,1,"1111,55","1026,15",15,12,6,3,55%,45%,416,369,86%,85%,12,20,1,1,0,0,1,1,9,5,Empate
7005,12,28/09/2020,20:00,Fluminense,Coritiba,4,0,"1063,02","948,1",15,10,7,1,43%,57%,409,532,84%,86%,16,19,1,1,0,1,0,3,5,4,Fluminense
6892,1,30/09/2020,21:30,Corinthians,Atletico-GO,0,0,"1081,27","1013,59",12,18,4,6,54%,46%,461,397,83%,81%,18,12,2,0,0,0,4,2,4,7,Empate
6893,1,30/09/2020,21:30,Botafogo-RJ,Bahia,1,2,"963,74","994,01",15,12,2,4,62%,38%,502,322,86%,74%,18,14,2,3,1,0,0,1,8,5,Bahia
7006,13,03/10/2020,17:00,Gremio,Internacional,1,1,"1154,46","1116,91",14,8,5,2,46%,54%,388,453,77%,79%,15,16,0,1,1,1,1,1,5,5,Empate
7007,13,03/10/2020,19:00,Palmeiras,Ceara,2,1,"1165,51","1033,78",28,10,11,5,64%,36%,560,319,85%,74%,10,20,1,4,0,0,1,0,9,4,Palmeiras
7008,13,03/10/2020,21:01,Bragantino,Corinthians,0,0,"1016,99","1081,27",10,12,2,4,40%,60%,377,555,80%,86%,18,13,1,2,0,0,1,1,3,8,Empate
7009,13,04/10/2020,11:00,Botafogo-RJ,Fluminense,1,1,"963,74","1063,02",17,8,7,5,52%,48%,385,365,80%,78%,20,21,0,1,0,0,0,2,7,4,Empate
7010,13,04/10/2020,16:00,Coritiba,Sao Paulo,1,1,"948,1","1176,62",3,19,1,5,25%,75%,234,671,64%,88%,13,12,2,3,0,0,0,2,2,11,Empate
7011,13,04/10/2020,16:00,Flamengo,Athletico-PR,3,1,"1214,67","1081,11",13,10,7,3,55%,45%,446,376,84%,80%,18,22,3,4,0,0,2,2,4,5,Flamengo
7013,13,04/10/2020,18:14,Goias,Santos,2,3,"991,44","1111,55",14,10,4,4,55%,45%,384,317,83%,77%,16,15,3,3,1,1,4,0,2,4,Santos
7014,13,04/10/2020,18:15,Bahia,Sport,1,2,"994,01","982,27",24,5,11,2,60%,40%,488,361,82%,72%,15,13,2,3,0,0,2,0,11,0,Sport
7012,13,04/10/2020,18:16,Fortaleza,Atletico-GO,0,0,"1026,15","1013,59",16,7,5,2,60%,40%,517,350,85%,78%,8,14,5,5,0,0,1,0,8,1,Empate
7016,14,07/10/2020,18:59,Corinthians,Santos,1,1,"1081,27","1111,55",13,6,4,2,62%,38%,558,337,85%,76%,19,16,2,2,0,0,0,0,6,3,Empate
7018,14,07/10/2020,19:14,Bahia,Vasco,3,0,"994,01","1013,02",13,10,6,1,47%,53%,454,496,85%,88%,18,15,4,2,0,1,0,1,4,6,Bahia
7017,14,07/10/2020,19:15,Flamengo,Sport,3,0,"1214,67","982,27",16,14,7,1,63%,37%,572,335,89%,78%,14,16,0,3,0,0,1,1,8,6,Flamengo
7019,14,07/10/2020,19:15,Gremio,Coritiba,2,1,"1154,46","948,1",11,13,5,3,49%,51%,466,475,83%,84%,18,21,2,2,0,0,1,4,6,6,Gremio
7020,14,07/10/2020,20:31,Sao Paulo,Atletico-GO,3,0,"1176,62","1013,59",25,15,8,5,52%,48%,431,415,84%,81%,17,12,3,2,0,0,1,2,5,3,Sao Paulo
7021,14,07/10/2020,20:31,Goias,Fluminense,2,4,"991,44","1063,02",12,10,3,5,43%,57%,347,472,76%,85%,19,15,3,2,0,0,0,4,5,4,Fluminense
7022,14,07/10/2020,21:30,Botafogo-RJ,Palmeiras,2,1,"963,74","1165,51",11,19,4,4,35%,65%,298,534,75%,86%,16,15,4,4,0,0,0,2,2,5,Botafogo-RJ
7023,14,07/10/2020,21:30,Fortaleza,Atletico-MG,2,1,"1026,15","1096,13",7,15,3,4,31%,69%,263,577,75%,88%,9,19,2,3,1,0,1,2,1,8,Fortaleza
7024,14,08/10/2020,19:01,Athletico-PR,Ceara,0,0,"1081,11","1033,78",15,13,1,4,63%,37%,579,350,89%,79%,11,12,3,2,0,0,2,2,3,3,Empate
7025,14,08/10/2020,21:00,Bragantino,Internacional,0,2,"1016,99","1116,91",13,8,2,5,47%,53%,404,460,78%,83%,18,22,3,3,1,0,2,1,7,2,Internacional
7026,15,10/10/2020,17:00,Vasco,Flamengo,1,2,"1013,02","1214,67",13,8,4,3,37%,63%,344,571,77%,86%,14,25,2,5,0,0,3,2,5,5,Flamengo
7027,15,10/10/2020,18:59,Coritiba,Fortaleza,0,0,"948,1","1026,15",10,12,2,2,45%,55%,408,498,88%,86%,20,12,1,0,0,0,0,0,2,4,Empate
7028,15,10/10/2020,19:00,Palmeiras,Sao Paulo,0,2,"1165,51","1176,62",9,13,3,4,47%,53%,424,483,84%,83%,15,17,2,1,0,0,2,0,8,4,Sao Paulo
7029,15,10/10/2020,21:00,Atletico-MG,Goias,3,0,"1096,13","991,44",23,4,11,3,67%,33%,614,315,85%,67%,14,11,0,1,0,0,4,1,8,1,Atletico-MG
7030,15,11/10/2020,16:00,Fluminense,Bahia,1,0,"1063,02","994,01",8,12,2,1,48%,52%,401,429,77%,83%,26,18,2,3,0,0,0,0,3,4,Fluminense
7031,15,11/10/2020,16:00,Santos,Gremio,2,1,"1111,55","1154,46",11,11,6,4,56%,44%,402,314,75%,72%,17,14,2,2,0,1,3,2,4,7,Santos
7033,15,11/10/2020,18:14,Atletico-GO,Bragantino,2,1,"1013,59","1016,99",24,19,8,5,53%,47%,368,336,76%,77%,17,18,1,1,0,0,0,2,7,11,Atletico-GO
7032,15,11/10/2020,18:16,Sport,Botafogo-RJ,1,2,"982,27","963,74",17,11,3,4,63%,37%,528,314,85%,78%,11,15,3,1,0,1,0,0,6,8,Botafogo-RJ
7034,15,11/10/2020,20:29,Ceara,Corinthians,2,1,"1033,78","1081,27",15,10,4,3,39%,61%,304,475,77%,80%,9,10,4,1,1,1,2,1,6,6,Ceara
7035,15,11/10/2020,20:30,Internacional,Athletico-PR,2,1,"1116,91","1081,11",13,14,6,4,45%,55%,404,483,75%,80%,19,14,2,0,0,0,3,2,6,1,Internacional
6945,11,13/10/2020,17:59,Flamengo,Goias,2,1,"1214,67","991,44",31,7,12,4,66%,34%,562,299,85%,67%,12,12,1,4,0,0,1,4,9,4,Flamengo
7036,16,14/10/2020,18:01,Palmeiras,Coritiba,1,3,"1165,51","948,1",16,12,5,9,55%,45%,431,382,82%,77%,13,20,3,2,0,0,1,2,6,2,Coritiba
7037,16,14/10/2020,19:15,Gremio,Botafogo-RJ,3,1,"1154,46","963,74",10,16,4,3,51%,49%,479,458,83%,81%,11,13,3,2,1,0,1,0,1,4,Gremio
7038,16,14/10/2020,20:30,Santos,Atletico-GO,0,1,"1111,55","1013,59",12,8,3,1,59%,41%,400,288,79%,65%,18,21,3,3,0,0,1,2,7,2,Atletico-GO
7039,16,14/10/2020,21:30,Athletico-PR,Corinthians,0,1,"1081,11","1081,27",16,13,9,6,62%,38%,545,332,84%,77%,18,14,3,3,0,1,2,1,8,2,Corinthians
7040,16,14/10/2020,21:30,Atletico-MG,Fluminense,1,1,"1096,13","1063,02",14,11,8,3,66%,34%,571,295,85%,70%,11,9,3,1,0,0,0,3,9,4,Empate
7041,16,14/10/2020,21:30,Sport,Internacional,3,5,"982,27","1116,91",13,14,5,8,48%,52%,438,450,81%,84%,6,19,3,2,0,0,1,3,2,7,Internacional
7042,16,15/10/2020,20:00,Flamengo,Bragantino,1,1,"1214,67","1016,99",19,12,10,3,66%,34%,606,314,84%,70%,16,14,2,1,0,0,1,2,5,1,Empate
7043,16,16/10/2020,20:00,Goias,Bahia,1,1,"991,44","994,01",10,13,4,3,49%,51%,402,403,79%,77%,16,18,5,3,0,2,1,3,5,2,Empate
7046,17,17/10/2020,19:00,Atletico-GO,Athletico-PR,1,1,"1013,59","1081,11",11,17,1,6,36%,64%,271,454,75%,87%,10,20,3,5,2,0,1,2,2,11,Empate
7047,17,17/10/2020,19:00,Coritiba,Santos,1,2,"948,1","1111,55",18,6,4,2,57%,43%,442,341,84%,77%,18,25,5,2,0,0,1,0,9,1,Santos
7048,17,17/10/2020,19:00,Fluminense,Ceara,2,2,"1063,02","1033,78",6,17,3,4,59%,41%,539,389,84%,75%,17,16,3,3,0,0,2,2,4,3,Empate
7049,17,17/10/2020,21:00,Sao Paulo,Gremio,0,0,"1176,62","1154,46",8,11,1,2,63%,37%,534,316,88%,79%,24,15,4,2,0,0,1,2,2,7,Empate
7050,17,18/10/2020,16:01,Corinthians,Flamengo,1,5,"1081,27","1214,67",19,9,7,6,38%,62%,314,530,76%,83%,14,13,4,5,0,0,1,2,10,3,Flamengo
7051,17,18/10/2020,18:15,Internacional,Vasco,2,0,"1116,91","1013,02",13,8,7,3,53%,47%,524,482,87%,82%,17,11,1,1,0,0,1,0,6,3,Internacional
7053,17,18/10/2020,20:29,Fortaleza,Palmeiras,2,0,"1026,15","1165,51",10,14,4,3,52%,48%,464,422,82%,86%,14,19,2,3,0,1,0,2,1,7,Fortaleza
7052,17,18/10/2020,20:31,Bragantino,Sport,2,0,"1016,99","982,27",18,3,4,1,50%,50%,449,464,82%,78%,13,13,2,2,0,0,1,0,8,6,Bragantino
7054,17,19/10/2020,20:00,Bahia,Atletico-MG,3,1,"994,01","1096,13",13,20,6,4,33%,67%,294,555,75%,86%,14,14,4,1,0,0,1,1,2,8,Bahia
7055,17,19/10/2020,20:00,Botafogo-RJ,Goias,0,0,"963,74","991,44",23,12,6,4,63%,37%,533,326,84%,72%,18,11,2,1,0,0,3,0,11,5,Empate
7056,18,21/10/2020,21:30,Vasco,Corinthians,1,2,"1013,02","1081,27",17,12,8,4,64%,36%,547,313,82%,69%,12,18,1,2,0,0,1,2,9,6,Corinthians
7059,18,24/10/2020,16:00,Atletico-MG,Sport,0,0,"1096,13","982,27",26,3,9,0,77%,23%,699,224,88%,56%,10,11,1,0,0,0,2,1,13,4,Empate
7057,18,24/10/2020,17:01,Bragantino,Goias,2,0,"1016,99","991,44",14,7,5,1,54%,46%,408,361,79%,73%,17,15,0,3,0,0,1,3,6,4,Bragantino
7058,18,24/10/2020,19:00,Ceara,Coritiba,2,1,"1033,78","948,1",15,15,4,6,36%,64%,270,493,67%,82%,22,12,3,1,0,0,1,1,5,8,Ceara
7060,18,25/10/2020,16:00,Atletico-GO,Palmeiras,0,3,"1013,59","1165,51",21,12,5,4,57%,43%,474,360,86%,79%,15,17,1,4,0,0,0,2,6,3,Palmeiras
7061,18,25/10/2020,16:00,Fluminense,Santos,3,1,"1063,02","1111,55",19,9,8,2,47%,53%,275,301,77%,80%,13,18,5,4,0,0,2,3,10,8,Fluminense
7062,18,25/10/2020,18:15,Athletico-PR,Gremio,1,2,"1081,11","1154,46",5,8,1,2,66%,34%,557,291,90%,78%,15,11,3,1,0,0,1,1,4,2,Gremio
7063,18,25/10/2020,18:15,Internacional,Flamengo,2,2,"1116,91","1214,67",10,16,5,6,28%,72%,244,616,68%,87%,16,16,6,5,0,0,1,1,1,7,Empate
7066,19,31/10/2020,16:59,Botafogo-RJ,Ceara,2,2,"963,74","1033,78",12,10,7,4,61%,39%,493,314,85%,73%,17,19,3,4,1,1,1,0,4,2,Empate
7067,19,31/10/2020,19:00,Coritiba,Atletico-GO,1,0,"948,1","1013,59",5,14,1,5,30%,70%,248,557,69%,86%,22,18,2,5,0,0,0,0,0,12,Coritiba
7068,19,31/10/2020,19:00,Corinthians,Internacional,1,0,"1081,27","1116,91",8,7,3,0,34%,66%,314,580,64%,78%,16,13,4,3,0,1,2,2,2,4,Corinthians
7069,19,31/10/2020,20:59,Fortaleza,Fluminense,0,1,"1026,15","1063,02",4,11,1,4,43%,57%,387,481,82%,88%,14,18,2,1,1,0,0,1,3,7,Fluminense
7070,19,01/11/2020,16:00,Flamengo,Sao Paulo,1,4,"1214,67","1176,62",17,13,7,7,54%,46%,446,396,86%,85%,18,18,4,3,0,0,2,0,6,4,Sao Paulo
7071,19,01/11/2020,16:01,Sport,Athletico-PR,1,0,"982,27","1081,11",11,12,3,2,41%,59%,340,474,73%,81%,17,15,2,1,1,0,3,3,2,5,Sport
7072,19,01/11/2020,18:14,Santos,Bahia,3,1,"1111,55","994,01",9,21,6,6,57%,43%,463,345,83%,80%,19,13,4,2,0,0,2,3,6,9,Santos
7073,19,01/11/2020,20:31,Goias,Vasco,1,1,"991,44","1013,02",19,7,10,1,46%,54%,354,401,77%,81%,16,20,5,7,0,0,2,5,2,6,Empate
7074,19,02/11/2020,17:00,Palmeiras,Atletico-MG,3,0,"1165,51","1096,13",19,16,8,2,35%,65%,300,546,76%,85%,10,12,2,1,0,0,2,0,3,9,Palmeiras
