partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
5807,7,Atletico-GO,17,5,47%,377,80%,21,3,0,2,7
5807,7,Avai,3,1,53%,441,80%,24,6,0,1,2
5806,7,Athletico-PR,6,2,31%,243,80%,10,4,1,4,6
5806,7,Atletico-MG,24,3,69%,514,80%,11,2,0,2,12
5808,7,Botafogo-RJ,17,8,45%,378,80%,10,1,0,2,7
5808,7,Vitoria,15,3,55%,456,80%,12,1,1,0,2
5809,7,Sport,7,3,57%,465,80%,21,1,0,1,5
5809,7,Sao Paulo,7,1,43%,355,80%,14,1,0,3,1
5810,7,Flamengo,23,5,56%,476,80%,12,2,0,2,5
5810,7,Ponte Preta,14,3,44%,380,80%,16,2,0,1,4
5812,7,Chapecoense,17,10,52%,363,80%,24,3,0,1,3
5812,7,Vasco,5,2,48%,362,80%,15,2,0,0,5
5811,7,Santos,9,5,45%,406,80%,16,1,0,2,10
5811,7,Palmeiras,16,6,55%,490,80%,14,3,0,3,7
5813,7,Corinthians,7,3,53%,533,80%,9,0,0,6,6
5813,7,Cruzeiro,18,2,47%,470,80%,16,1,0,4,7
5814,7,Coritiba,7,1,47%,323,80%,16,1,1,5,5
5814,7,Bahia,10,3,53%,367,80%,14,4,1,2,6
5815,7,Gremio,12,4,49%,505,80%,17,3,0,1,2
5815,7,Fluminense,12,2,51%,494,80%,12,4,0,2,3
5816,8,Athletico-PR,9,3,34%,332,80%,15,5,0,0,0
5816,8,Atletico-GO,24,6,66%,601,80%,16,1,0,0,11
5817,8,Vasco,16,5,49%,399,80%,20,4,0,0,4
5817,8,Avai,11,4,51%,415,80%,22,1,0,0,6
5818,8,Santos,13,4,58%,560,80%,17,3,0,2,5
5818,8,Ponte Preta,9,2,42%,423,80%,13,4,0,3,2
5819,8,Coritiba,13,5,45%,339,80%,18,2,0,3,10
5819,8,Corinthians,5,0,55%,434,80%,13,3,0,5,4
5822,8,Botafogo-RJ,7,4,41%,309,80%,13,2,0,4,3
5822,8,Chapecoense,21,6,59%,421,80%,11,0,0,2,8
5823,8,Atletico-MG,8,3,40%,312,80%,24,2,0,4,3
5823,8,Sao Paulo,12,2,60%,445,80%,12,2,0,4,5
5820,8,Bahia,15,9,62%,442,80%,14,2,0,2,3
5820,8,Palmeiras,17,5,38%,271,80%,23,5,0,1,5
5821,8,Fluminense,12,4,39%,240,80%,16,1,0,0,3
5821,8,Flamengo,14,5,61%,369,80%,25,6,0,1,4
5824,8,Sport,11,6,57%,483,80%,10,0,0,3,5
5824,8,Vitoria,13,6,43%,375,80%,19,0,0,1,5
5825,8,Gremio,15,7,45%,442,80%,14,2,0,0,8
5825,8,Cruzeiro,17,5,55%,541,80%,12,5,0,0,2
5826,9,Vitoria,17,3,60%,453,80%,15,2,0,4,8
5826,9,Santos,10,6,40%,319,80%,10,1,0,4,5
5828,9,Botafogo-RJ,7,3,43%,360,80%,20,5,0,1,2
5828,9,Vasco,19,3,57%,440,80%,11,1,0,1,6
5827,9,Atletico-GO,9,4,32%,259,80%,17,2,0,6,3
5827,9,Palmeiras,13,4,68%,536,80%,10,2,0,5,6
5830,9,Sao Paulo,28,5,66%,553,80%,15,3,0,1,8
5830,9,Athletico-PR,12,7,34%,299,80%,17,3,0,2,5
5831,9,Sport,12,6,47%,390,80%,26,1,0,3,2
5831,9,Atletico-MG,5,2,53%,431,80%,23,2,0,2,3
5829,9,Avai,14,5,49%,423,80%,19,1,0,1,5
5829,9,Fluminense,15,4,51%,445,80%,20,1,0,0,4
5833,9,Cruzeiro,8,2,48%,392,80%,23,2,0,3,1
5833,9,Ponte Preta,6,1,52%,405,80%,21,2,0,0,5
5832,9,Corinthians,16,5,48%,434,80%,15,2,1,2,5
5832,9,Bahia,18,1,52%,444,80%,12,2,1,2,9
5834,9,Gremio,17,12,53%,439,80%,18,2,0,4,6
5834,9,Coritiba,12,6,47%,396,80%,11,0,0,0,3
5835,9,Chapecoense,13,2,48%,329,80%,13,1,0,1,7
5835,9,Flamengo,20,11,52%,359,80%,21,3,0,3,6
5836,10,Santos,9,3,57%,531,80%,13,0,0,0,9
5836,10,Sport,9,3,43%,416,80%,17,1,0,1,0
5837,10,Vasco,12,5,53%,434,80%,21,2,0,0,3
5837,10,Atletico-GO,5,2,47%,398,80%,19,0,0,1,1
5841,10,Coritiba,9,2,45%,333,80%,26,2,0,2,9
5841,10,Cruzeiro,22,9,55%,413,80%,15,0,0,2,8
5838,10,Corinthians,5,3,43%,448,80%,16,5,0,0,2
5838,10,Gremio,15,6,57%,564,80%,16,4,0,2,7
5839,10,Fluminense,9,6,48%,342,80%,25,1,0,4,3
5839,10,Sao Paulo,15,3,52%,365,80%,12,1,0,0,6
5840,10,Athletico-PR,15,11,48%,473,80%,10,0,0,3,5
5840,10,Vitoria,12,3,52%,517,80%,11,3,0,2,1
5842,10,Ponte Preta,9,2,56%,440,80%,21,6,2,3,2
5842,10,Palmeiras,6,2,44%,365,80%,28,3,1,0,4
5843,10,Bahia,14,3,42%,375,80%,6,1,1,1,5
5843,10,Flamengo,13,4,58%,518,80%,23,3,0,0,3
5844,10,Atletico-MG,5,3,32%,237,80%,19,5,0,7,0
5844,10,Chapecoense,15,1,68%,462,80%,24,5,0,2,8
5845,10,Avai,8,2,27%,231,80%,10,2,0,0,2
5845,10,Botafogo-RJ,31,9,73%,588,80%,11,1,0,1,17
5846,11,Palmeiras,14,1,61%,480,80%,23,3,0,2,4
5846,11,Gremio,6,2,39%,328,80%,14,1,0,1,0
5847,11,Santos,13,2,68%,553,80%,10,1,0,4,11
5847,11,Atletico-GO,16,4,32%,263,80%,14,2,1,0,3
5850,11,Atletico-MG,11,4,47%,357,80%,23,4,0,3,4
5850,11,Cruzeiro,10,5,53%,394,80%,18,4,0,1,3
5848,11,Sport,19,3,58%,466,80%,12,1,0,0,11
5848,11,Athletico-PR,2,1,42%,351,80%,18,3,0,2,4
5852,11,Botafogo-RJ,3,0,33%,342,80%,14,2,0,1,2
5852,11,Corinthians,19,9,67%,645,80%,14,3,0,2,10
5849,11,Vitoria,21,7,56%,439,80%,17,5,0,1,11
5849,11,Bahia,6,1,44%,359,80%,16,3,0,2,5
5851,11,Sao Paulo,12,2,53%,464,80%,14,1,0,0,0
5851,11,Flamengo,15,7,47%,412,80%,17,1,0,5,10
5854,11,Vasco,10,4,39%,253,80%,20,5,0,1,5
5854,11,Coritiba,16,5,61%,395,80%,17,3,0,2,8
5853,11,Avai,10,3,44%,407,80%,14,2,0,3,6
5853,11,Ponte Preta,18,3,56%,525,80%,25,2,0,0,5
5855,11,Chapecoense,23,7,31%,202,80%,22,4,1,2,5
5855,11,Fluminense,12,8,69%,453,80%,14,3,0,6,6
5856,12,Vitoria,9,6,49%,366,80%,23,4,0,4,4
5856,12,Atletico-GO,18,5,51%,353,80%,12,1,0,3,14
5857,12,Vasco,10,1,41%,282,80%,23,4,0,2,6
5857,12,Flamengo,9,3,59%,415,80%,15,1,0,2,9
5858,12,Ponte Preta,20,6,52%,518,80%,8,2,0,4,5
5858,12,Corinthians,13,8,48%,498,80%,17,2,0,1,2
5859,12,Athletico-PR,4,3,57%,504,80%,13,3,0,4,2
5859,12,Chapecoense,26,6,43%,359,80%,18,1,0,0,10
5860,12,Fluminense,7,2,27%,242,80%,18,2,0,1,2
5860,12,Bahia,20,5,73%,620,80%,16,4,0,2,10
5861,12,Avai,8,3,27%,257,80%,17,4,1,1,5
5861,12,Gremio,19,11,73%,685,80%,9,1,0,2,11
5862,12,Cruzeiro,11,6,38%,306,80%,12,1,0,0,1
5862,12,Palmeiras,8,1,62%,484,80%,15,4,0,3,9
5863,12,Santos,17,8,52%,442,80%,18,4,0,0,6
5863,12,Sao Paulo,14,5,48%,414,80%,5,3,0,2,2
5864,12,Atletico-MG,9,6,43%,391,80%,27,3,0,1,7
5864,12,Botafogo-RJ,11,3,57%,503,80%,14,1,0,1,4
5865,12,Coritiba,16,6,59%,399,80%,16,2,1,2,10
5865,12,Sport,12,6,41%,291,80%,18,2,0,2,2
5866,13,Ponte Preta,27,9,67%,569,80%,12,1,0,0,18
5866,13,Bahia,11,7,33%,307,80%,14,3,0,2,0
5867,13,Atletico-MG,24,6,64%,485,80%,9,1,0,1,15
5867,13,Santos,10,3,36%,298,80%,13,2,0,3,4
5868,13,Botafogo-RJ,16,5,41%,360,80%,20,4,0,2,7
5868,13,Fluminense,12,0,59%,509,80%,13,3,0,0,6
5869,13,Palmeiras,18,3,62%,490,80%,16,3,0,3,8
5869,13,Corinthians,3,2,38%,332,80%,14,4,0,5,1
5870,13,Cruzeiro,15,5,38%,403,80%,9,1,0,1,1
5870,13,Athletico-PR,14,6,62%,621,80%,16,3,0,0,9
5871,13,Vitoria,18,5,68%,514,80%,16,4,0,3,8
5871,13,Vasco,10,4,32%,251,80%,14,3,0,5,9
5872,13,Sao Paulo,18,3,74%,600,80%,18,0,0,0,9
5872,13,Atletico-GO,11,3,26%,211,80%,21,3,0,0,4
5873,13,Sport,11,5,53%,385,80%,9,2,0,1,5
5873,13,Chapecoense,11,1,47%,346,80%,26,8,0,1,8
5874,13,Gremio,4,3,39%,388,80%,20,2,0,1,2
5874,13,Flamengo,23,7,61%,587,80%,12,2,0,1,8
5875,13,Avai,10,2,63%,455,80%,14,2,0,5,6
5875,13,Coritiba,9,8,37%,276,80%,18,2,0,1,3
5876,14,Athletico-PR,11,4,37%,372,80%,11,0,0,2,3
5876,14,Corinthians,19,9,63%,621,80%,5,0,0,1,8
5877,14,Vitoria,7,2,43%,363,80%,19,3,0,2,6
5877,14,Palmeiras,15,6,57%,461,80%,21,2,0,1,5
5878,14,Vasco,16,4,44%,354,80%,16,4,0,1,9
5878,14,Santos,4,0,56%,471,80%,25,2,1,0,3
5879,14,Atletico-GO,15,4,42%,334,80%,21,2,0,3,5
5879,14,Atletico-MG,5,2,58%,449,80%,24,3,0,9,8
5880,14,Chapecoense,15,5,32%,216,80%,22,4,0,0,1
5880,14,Sao Paulo,9,3,68%,455,80%,14,2,0,5,1
5881,14,Cruzeiro,10,3,36%,332,80%,16,3,0,1,6
5881,14,Flamengo,5,1,64%,588,80%,14,1,0,3,3
5882,14,Ponte Preta,10,3,38%,334,80%,18,2,0,1,3
5882,14,Gremio,12,6,62%,536,80%,20,1,0,1,7
5883,14,Bahia,22,5,67%,533,80%,18,2,0,0,8
5883,14,Avai,13,4,33%,264,80%,12,0,0,2,3
5884,14,Fluminense,6,2,47%,292,80%,18,4,0,2,3
5884,14,Coritiba,14,4,53%,329,80%,19,4,0,5,3
5885,14,Botafogo-RJ,11,6,43%,407,80%,14,4,0,1,3
5885,14,Sport,10,3,57%,526,80%,16,3,0,3,6
5887,15,Chapecoense,18,5,40%,368,80%,17,2,0,1,7
5887,15,Santos,7,5,60%,542,80%,13,5,0,7,13
5886,15,Gremio,7,5,49%,486,80%,7,3,0,1,0
5886,15,Vitoria,16,2,51%,464,80%,18,3,0,1,7
5889,15,Ponte Preta,13,7,45%,364,80%,12,1,0,6,4
5889,15,Coritiba,13,6,55%,439,80%,12,0,0,3,1
5888,15,Avai,15,3,27%,257,80%,18,2,0,1,3
5888,15,Corinthians,22,7,73%,704,80%,10,3,0,1,11
5890,15,Atletico-MG,24,9,70%,588,80%,19,4,0,1,8
5890,15,Bahia,11,5,30%,264,80%,18,6,0,1,3
5891,15,Sao Paulo,11,3,44%,329,80%,26,3,0,1,1
5891,15,Vasco,12,5,56%,409,80%,20,3,0,2,4
5892,15,Flamengo,18,6,62%,451,80%,16,2,0,4,10
5892,15,Palmeiras,7,5,38%,286,80%,23,9,0,0,2
5893,15,Cruzeiro,15,6,52%,438,80%,18,3,0,3,4
5893,15,Fluminense,17,6,48%,409,80%,21,3,0,0,8
5894,15,Sport,8,5,51%,317,80%,22,2,0,4,4
5894,15,Atletico-GO,14,3,49%,295,80%,34,1,0,2,9
5895,15,Botafogo-RJ,9,1,40%,353,80%,21,4,1,1,4
5895,15,Athletico-PR,13,3,60%,531,80%,16,3,0,4,3
5896,16,Chapecoense,14,7,32%,239,80%,19,5,0,1,4
5896,16,Vitoria,10,4,68%,493,80%,13,2,0,6,6
5897,16,Coritiba,9,3,49%,423,80%,24,6,0,1,1
5897,16,Flamengo,19,6,51%,418,80%,20,1,0,1,6
5898,16,Bahia,19,5,49%,440,80%,19,1,0,2,7
5898,16,Santos,11,5,51%,460,80%,10,1,0,1,4
5899,16,Cruzeiro,26,9,72%,638,80%,10,0,0,2,8
5899,16,Avai,5,2,28%,246,80%,20,2,0,2,4
5901,16,Fluminense,19,5,55%,510,80%,15,2,0,4,6
5901,16,Corinthians,12,1,45%,412,80%,13,2,0,3,6
5900,16,Palmeiras,7,4,37%,290,80%,31,4,0,1,3
5900,16,Sport,12,1,63%,464,80%,21,3,0,2,6
5903,16,Atletico-GO,27,5,52%,411,80%,12,1,0,1,4
5903,16,Botafogo-RJ,12,4,48%,407,80%,20,4,0,0,4
5902,16,Athletico-PR,20,8,71%,614,80%,25,2,0,2,12
5902,16,Ponte Preta,4,2,29%,265,80%,19,2,0,1,0
5904,16,Vasco,11,4,42%,341,80%,16,3,0,1,5
5904,16,Atletico-MG,13,3,58%,461,80%,24,5,0,1,7
5905,16,Sao Paulo,6,2,55%,507,80%,17,1,0,0,5
5905,16,Gremio,10,5,45%,408,80%,14,3,0,1,8
5906,17,Botafogo-RJ,8,4,35%,314,80%,9,0,0,1,1
5906,17,Sao Paulo,24,8,65%,578,80%,11,1,0,0,6
5907,17,Palmeiras,15,3,71%,661,80%,19,1,0,1,8
5907,17,Avai,9,1,29%,262,80%,18,2,1,1,5
5908,17,Chapecoense,16,7,49%,366,80%,21,1,0,0,5
5908,17,Atletico-GO,13,2,51%,367,80%,19,1,0,3,6
5909,17,Atletico-MG,9,6,48%,327,80%,25,4,0,2,5
5909,17,Coritiba,12,1,52%,336,80%,18,4,0,3,2
5910,17,Sport,15,9,43%,383,80%,24,6,0,1,3
5910,17,Bahia,16,7,57%,492,80%,18,2,0,1,2
5911,17,Flamengo,16,2,60%,549,80%,16,1,0,1,11
5911,17,Corinthians,9,3,40%,388,80%,9,0,0,1,2
5912,17,Gremio,23,9,59%,601,80%,14,3,1,3,3
5912,17,Santos,4,1,41%,434,80%,17,5,0,0,4
5913,17,Cruzeiro,13,6,63%,514,80%,15,4,0,2,3
5913,17,Vitoria,9,3,37%,306,80%,23,4,0,1,2
5914,17,Vasco,18,5,57%,450,80%,13,3,0,1,6
5914,17,Athletico-PR,7,3,43%,365,80%,20,3,0,1,3
5917,18,Chapecoense,7,4,48%,328,80%,26,5,0,0,3
5917,18,Bahia,12,3,52%,344,80%,17,3,0,4,5
5916,18,Fluminense,10,4,30%,232,80%,18,4,1,2,3
5916,18,Sport,26,7,70%,503,80%,14,5,0,0,15
5918,18,Atletico-MG,16,4,58%,543,80%,19,3,0,6,10
5918,18,Corinthians,12,4,42%,415,80%,12,1,0,6,4
5919,18,Vitoria,15,4,41%,355,80%,20,3,0,0,7
5919,18,Ponte Preta,12,5,59%,504,80%,7,1,0,2,4
5921,18,Atletico-GO,13,1,49%,451,80%,20,4,0,0,3
5921,18,Gremio,10,4,51%,472,80%,21,2,0,1,3
5922,18,Palmeiras,15,3,45%,342,80%,14,2,0,0,6
5922,18,Botafogo-RJ,12,3,55%,407,80%,22,5,0,1,8
5920,18,Santos,14,5,46%,402,80%,18,2,1,1,10
5920,18,Flamengo,13,6,54%,480,80%,15,2,1,1,8
5923,18,Athletico-PR,18,6,62%,603,80%,9,1,0,1,3
5923,18,Avai,9,1,38%,355,80%,18,2,0,1,6
5924,18,Sao Paulo,26,10,67%,531,80%,18,4,0,2,10
5924,18,Coritiba,7,4,33%,271,80%,15,5,0,1,2
5925,18,Cruzeiro,13,6,51%,487,80%,18,1,0,4,4
5925,18,Vasco,11,1,49%,460,80%,12,4,0,1,6
5926,19,Sport,12,7,56%,569,80%,10,2,0,4,5
5926,19,Corinthians,10,4,44%,454,80%,2,1,0,1,3
5927,19,Atletico-GO,13,3,48%,419,80%,12,3,0,2,7
5927,19,Fluminense,10,6,52%,453,80%,13,1,0,1,3
5928,19,Flamengo,14,6,65%,497,80%,15,4,0,4,5
5928,19,Vitoria,10,6,35%,286,80%,21,2,0,1,0
5929,19,Botafogo-RJ,7,1,38%,335,80%,15,3,0,1,1
5929,19,Cruzeiro,22,4,62%,521,80%,16,3,0,3,7
5930,19,Atletico-MG,10,4,37%,389,80%,13,1,0,1,8
5930,19,Gremio,7,4,63%,668,80%,18,3,0,2,0
5933,19,Sao Paulo,11,4,68%,567,80%,12,2,0,0,8
5933,19,Bahia,11,5,32%,271,80%,20,4,0,5,2
5932,19,Palmeiras,19,3,66%,635,80%,10,1,0,1,7
5932,19,Athletico-PR,7,5,34%,338,80%,22,3,0,4,3
5931,19,Chapecoense,9,2,51%,419,80%,21,0,0,1,6
5931,19,Coritiba,8,3,49%,408,80%,13,0,0,0,3
5934,19,Santos,13,3,62%,544,80%,16,1,0,0,8
5934,19,Avai,12,3,38%,324,80%,22,3,0,1,4
5935,19,Ponte Preta,13,3,49%,377,80%,17,1,0,2,7
5935,19,Vasco,6,0,51%,399,80%,16,4,0,0,2
5915,17,Ponte Preta,15,3,46%,329,80%,14,1,0,2,12
5915,17,Fluminense,9,3,54%,414,80%,12,1,0,4,5
5936,20,Coritiba,10,3,49%,339,80%,20,3,0,0,5
5936,20,Atletico-GO,9,2,51%,331,80%,27,2,0,1,6
5937,20,Vitoria,20,6,60%,424,80%,14,1,0,0,7
5937,20,Avai,8,1,40%,298,80%,11,3,0,2,4
5938,20,Sao Paulo,9,4,42%,333,80%,19,4,1,0,4
5938,20,Cruzeiro,19,4,58%,432,80%,18,3,2,0,7
5939,20,Ponte Preta,9,5,30%,296,80%,10,1,0,1,1
5939,20,Sport,9,2,70%,681,80%,14,1,0,2,8
5940,20,Flamengo,9,1,47%,417,80%,17,1,1,1,5
5940,20,Atletico-MG,20,6,53%,465,80%,22,4,0,1,7
5941,20,Vasco,12,2,41%,354,80%,17,1,0,3,9
5941,20,Palmeiras,7,3,59%,530,80%,13,2,0,4,5
5943,20,Gremio,14,5,63%,541,80%,15,1,0,0,8
5943,20,Botafogo-RJ,13,7,37%,326,80%,18,3,0,0,4
5942,20,Athletico-PR,19,9,57%,455,80%,13,2,0,4,8
5942,20,Bahia,11,3,43%,344,80%,15,4,0,0,5
5944,20,Fluminense,7,2,47%,480,80%,10,2,0,2,4
5944,20,Santos,15,3,53%,522,80%,7,2,0,2,5
5946,21,Corinthians,16,4,73%,737,80%,9,1,0,5,9
5946,21,Vitoria,5,3,27%,290,80%,21,2,0,2,1
5947,21,Atletico-GO,13,3,40%,347,80%,13,3,0,1,3
5947,21,Flamengo,17,6,60%,515,80%,12,2,0,7,6
5948,21,Gremio,7,1,53%,507,80%,11,2,0,2,2
5948,21,Athletico-PR,14,3,47%,458,80%,26,2,0,0,2
5951,21,Sport,9,0,56%,526,80%,12,0,0,0,3
5951,21,Cruzeiro,11,5,44%,432,80%,11,1,0,6,5
5952,21,Ponte Preta,12,6,51%,393,80%,18,4,0,1,7
5952,21,Botafogo-RJ,14,1,49%,397,80%,18,4,0,0,3
5949,21,Avai,12,3,37%,309,80%,17,1,0,0,5
5949,21,Sao Paulo,15,7,63%,522,80%,16,3,0,1,9
5950,21,Bahia,11,5,44%,402,80%,18,0,0,2,3
5950,21,Vasco,9,0,56%,473,80%,18,4,0,0,6
5954,21,Palmeiras,13,3,71%,572,80%,11,1,0,0,14
5954,21,Chapecoense,13,5,29%,247,80%,24,4,0,0,3
5953,21,Coritiba,12,4,44%,325,80%,13,3,0,2,8
5953,21,Santos,20,2,56%,428,80%,7,1,0,1,5
5945,20,Corinthians,7,2,66%,567,80%,7,4,0,2,3
5945,20,Chapecoense,13,4,34%,292,80%,13,1,0,0,1
5956,22,Vasco,20,4,43%,386,80%,12,4,0,1,1
5956,22,Fluminense,8,1,57%,490,80%,14,2,0,1,2
5957,22,Corinthians,31,7,68%,591,80%,15,1,0,0,11
5957,22,Atletico-GO,8,3,32%,290,80%,17,5,0,3,4
5959,22,Sao Paulo,10,3,42%,364,80%,8,2,0,3,2
5959,22,Palmeiras,25,8,58%,484,80%,12,1,0,2,8
5961,22,Athletico-PR,12,3,47%,476,80%,11,2,0,1,1
5961,22,Flamengo,17,6,53%,519,80%,6,0,0,2,6
5958,22,Ponte Preta,11,6,41%,353,80%,20,4,0,1,3
5958,22,Atletico-MG,16,6,59%,506,80%,19,4,0,2,4
5960,22,Bahia,13,4,38%,316,80%,14,2,0,2,7
5960,22,Botafogo-RJ,12,4,62%,520,80%,9,0,0,0,3
5962,22,Cruzeiro,18,5,55%,466,80%,13,0,0,1,7
5962,22,Santos,9,3,45%,402,80%,18,2,0,1,5
5963,22,Chapecoense,13,3,59%,446,80%,22,5,0,0,7
5963,22,Avai,9,2,41%,322,80%,18,4,0,6,1
5964,22,Vitoria,15,5,33%,245,80%,22,2,1,5,3
5964,22,Coritiba,9,6,67%,482,80%,18,2,2,2,7
5965,22,Sport,5,2,48%,501,80%,21,5,0,2,2
5965,22,Gremio,14,7,52%,541,80%,8,1,0,2,3
5966,23,Palmeiras,9,5,38%,299,80%,18,3,2,3,4
5966,23,Atletico-MG,21,6,62%,455,80%,14,3,0,4,9
5967,23,Vasco,8,2,36%,368,80%,18,3,0,0,0
5967,23,Gremio,14,3,64%,628,80%,11,0,0,3,8
5968,23,Ponte Preta,13,6,54%,453,80%,9,1,0,1,7
5968,23,Sao Paulo,9,3,46%,411,80%,12,2,1,1,3
5971,23,Avai,11,5,26%,243,80%,17,5,0,3,3
5971,23,Sport,27,3,74%,630,80%,13,4,0,2,9
5969,23,Athletico-PR,17,6,64%,504,80%,16,1,0,1,6
5969,23,Coritiba,4,1,36%,284,80%,15,3,1,2,2
5972,23,Fluminense,8,4,45%,365,80%,11,3,1,2,3
5972,23,Vitoria,19,4,55%,417,80%,9,1,0,2,6
5970,23,Santos,14,8,44%,364,80%,9,3,0,3,5
5970,23,Corinthians,14,4,56%,463,80%,17,5,0,3,5
5974,23,Flamengo,17,2,58%,434,80%,16,0,0,2,15
5974,23,Botafogo-RJ,16,5,42%,332,80%,10,0,0,1,5
5973,23,Chapecoense,15,6,56%,421,80%,15,2,0,3,9
5973,23,Cruzeiro,13,7,44%,363,80%,17,1,0,3,3
5975,23,Bahia,11,4,57%,462,80%,11,2,0,3,8
5975,23,Atletico-GO,10,3,43%,355,80%,16,1,0,4,5
5976,24,Botafogo-RJ,15,8,51%,459,80%,14,2,0,0,4
5976,24,Santos,15,0,49%,446,80%,12,2,0,1,10
5977,24,Atletico-GO,17,8,45%,405,80%,20,2,0,2,3
5977,24,Ponte Preta,14,4,55%,477,80%,22,2,0,1,6
5978,24,Atletico-MG,17,4,68%,611,80%,16,2,1,0,5
5978,24,Avai,9,1,32%,284,80%,17,2,0,1,4
5979,24,Gremio,17,4,77%,686,80%,6,1,0,8,9
5979,24,Chapecoense,8,5,23%,195,80%,19,5,0,0,6
5982,24,Sao Paulo,17,7,56%,457,80%,16,2,0,1,8
5982,24,Vitoria,14,5,44%,345,80%,21,3,0,3,3
5983,24,Sport,6,2,43%,396,80%,18,3,1,2,5
5983,24,Flamengo,14,4,57%,531,80%,13,0,0,2,2
5980,24,Corinthians,16,3,58%,558,80%,15,1,0,3,7
5980,24,Vasco,13,4,42%,425,80%,9,2,0,0,6
5981,24,Athletico-PR,16,8,54%,475,80%,15,3,0,7,5
5981,24,Fluminense,10,2,46%,423,80%,13,3,0,4,3
5984,24,Cruzeiro,11,5,51%,376,80%,12,5,1,0,12
5984,24,Bahia,13,5,49%,371,80%,19,1,0,0,10
5985,24,Coritiba,5,2,52%,375,80%,17,3,0,3,6
5985,24,Palmeiras,17,8,48%,350,80%,18,3,0,1,10
5986,25,Flamengo,30,8,69%,515,80%,14,2,0,0,11
5986,25,Avai,12,5,31%,232,80%,16,0,0,0,8
5987,25,Athletico-PR,17,5,56%,595,80%,14,1,0,1,6
5987,25,Santos,21,6,44%,484,80%,7,1,0,1,4
5988,25,Corinthians,11,2,52%,511,80%,12,4,0,2,4
5988,25,Sao Paulo,13,6,48%,474,80%,13,2,0,3,7
5991,25,Atletico-GO,20,4,55%,455,80%,16,4,0,2,4
5991,25,Cruzeiro,13,2,45%,392,80%,18,2,0,0,6
5990,25,Coritiba,16,4,48%,328,80%,20,2,0,2,7
5990,25,Botafogo-RJ,9,5,52%,360,80%,19,3,0,2,3
5992,25,Fluminense,8,2,51%,409,80%,26,2,0,2,9
5992,25,Palmeiras,15,4,49%,403,80%,9,2,0,1,5
5989,25,Ponte Preta,10,2,58%,459,80%,19,3,0,0,3
5989,25,Chapecoense,12,4,42%,340,80%,16,4,0,0,6
5993,25,Atletico-MG,9,4,67%,575,80%,10,1,0,1,5
5993,25,Vitoria,7,3,33%,296,80%,21,2,0,4,4
5994,25,Bahia,15,6,41%,349,80%,18,4,0,1,3
5994,25,Gremio,14,4,59%,493,80%,17,5,0,1,4
5995,25,Vasco,13,2,51%,399,80%,16,4,0,1,3
5995,25,Sport,13,3,49%,378,80%,13,1,1,3,10
5996,26,Chapecoense,13,5,35%,300,80%,22,0,0,2,4
5996,26,Vasco,22,8,65%,566,80%,15,3,0,1,3
5997,26,Coritiba,12,2,47%,389,80%,18,5,0,3,3
5997,26,Bahia,11,3,53%,438,80%,13,4,0,1,5
5998,26,Santos,9,4,38%,236,80%,22,5,0,3,1
5998,26,Palmeiras,17,1,62%,361,80%,18,3,0,2,10
5999,26,Corinthians,10,5,58%,574,80%,14,4,0,3,5
5999,26,Cruzeiro,11,3,42%,425,80%,15,3,0,2,5
6000,26,Botafogo-RJ,11,5,53%,429,80%,11,2,1,3,1
6000,26,Vitoria,14,5,47%,384,80%,21,2,0,1,4
6002,26,Gremio,21,10,63%,588,80%,12,1,0,5,6
6002,26,Fluminense,9,2,37%,356,80%,18,2,0,1,2
6001,26,Sport,15,5,54%,496,80%,15,2,0,0,8
6001,26,Sao Paulo,7,7,46%,451,80%,12,0,0,0,5
6003,26,Avai,8,1,52%,417,80%,14,2,0,2,7
6003,26,Atletico-GO,10,4,48%,419,80%,24,2,0,0,3
6004,26,Atletico-MG,6,3,37%,337,80%,16,4,0,1,6
6004,26,Athletico-PR,18,5,63%,569,80%,17,1,0,1,13
6005,26,Flamengo,12,1,69%,518,80%,17,3,0,2,4
6005,26,Ponte Preta,7,3,31%,241,80%,23,5,1,0,2
6006,28,Cruzeiro,17,6,68%,615,80%,8,5,0,3,9
6006,28,Ponte Preta,6,4,32%,305,80%,12,0,1,1,3
6016,27,Athletico-PR,16,6,62%,605,80%,15,3,0,2,5
6016,27,Atletico-GO,9,3,38%,365,80%,17,2,0,1,4
6017,27,Botafogo-RJ,12,2,65%,577,80%,12,1,0,6,4
6017,27,Chapecoense,6,3,35%,328,80%,20,3,0,1,3
6018,27,Corinthians,16,5,58%,539,80%,8,1,0,1,10
6018,27,Coritiba,11,4,42%,389,80%,16,3,0,4,6
6019,27,Gremio,12,3,56%,589,80%,15,0,0,2,7
6019,27,Cruzeiro,13,4,44%,479,80%,13,0,0,1,2
6020,27,Avai,19,5,61%,491,80%,23,5,1,4,9
6020,27,Vasco,11,6,39%,329,80%,28,2,1,0,2
6021,27,Atletico-MG,25,7,46%,391,80%,16,1,0,1,9
6021,27,Sao Paulo,9,2,54%,448,80%,12,3,0,0,10
6024,27,Santos,14,5,60%,449,80%,11,2,0,2,10
6024,27,Ponte Preta,8,1,40%,301,80%,20,2,1,1,4
6022,27,Sport,10,4,44%,350,80%,13,3,0,4,4
6022,27,Vitoria,11,3,56%,428,80%,18,1,1,1,7
